reseña,calificación,tipo_lugar,fuente,nombre,fecha,grupo_de_viaje,mes,tokens_spacy,tokens_nltk
fue una pésima experiencia llegamos solo por una noche porque íbamos de paso nada más y a la hora de realizar el chek out nos hicieron el cobro de una toalla que ni siquiera pusieron en nuestra habitación simplemente fue inaudito pagar por algo que ellos ni siquiera nos dieron pero bueno en fin ellos igual te lo van a cobrar porque según las políticas del hotel la culpa siempre es del cliente y no de su personal que tal vez no revisó bien así que como recomendación mejor cuenten sus toallas y revisen su habitación apenas llegan porque sino les van a cobrar demás por cualquier incidente y no te van a brindar solución muy mal experiencia y muy mal servicio al cliente,1,hotel,https://search.google.com/local/reviews?placeid=chijotlytwcmoi8rjnmmgrtvqd4&q=*&authuser=0&hl=en&gl=us,baldi hot springs hotel resort & spa,23/05/2026,,mayo,"[('fue', 'AUX'), ('una', 'DET'), ('pésima', 'ADJ'), ('experiencia', 'NOUN'), ('llegamos', 'VERB'), ('solo', 'ADV'), ('por', 'ADP'), ('una', 'DET'), ('noche', 'NOUN'), ('porque', 'SCONJ'), ('íbamos', 'AUX'), ('de', 'ADP'), ('paso', 'NOUN'), ('nada', 'NOUN'), ('más', 'ADV'), ('y', 'CCONJ'), ('a', 'ADP'), ('la', 'DET'), ('hora', 'NOUN'), ('de', 'ADP'), ('realizar', 'VERB'), ('el', 'DET'), ('chek', 'NOUN'), ('out', 'PROPN'), ('nos', 'PRON'), ('hicieron', 'VERB'), ('el', 'DET'), ('cobro', 'NOUN'), ('de', 'ADP'), ('una', 'DET'), ('toalla', 'NOUN'), ('que', 'SCONJ'), ('ni', 'CCONJ'), ('siquiera', 'NOUN'), ('pusieron', 'VERB'), ('en', 'ADP'), ('nuestra', 'DET'), ('habitación', 'NOUN'), ('simplemente', 'ADV'), ('fue', 'AUX'), ('inaudito', 'ADJ'), ('pagar', 'VERB'), ('por', 'ADP'), ('algo', 'PRON'), ('que', 'PRON'), ('ellos', 'PRON'), ('ni', 'CCONJ'), ('siquiera', 'NOUN'), ('nos', 'PRON'), ('dieron', 'VERB'), ('pero', 'CCONJ'), ('bueno', 'ADJ'), ('en', 'ADP'), ('fin', 'NOUN'), ('ellos', 'PRON'), ('igual', 'ADJ'), ('te', 'PRON'), ('lo', 'PRON'), ('van', 'AUX'), ('a', 'ADP'), ('cobrar', 'VERB'), ('porque', 'SCONJ'), ('según', 'ADP'), ('las', 'DET'), ('políticas', 'NOUN'), ('del', 'ADP'), ('hotel', 'NOUN'), ('la', 'DET'), ('culpa', 'NOUN'), ('siempre', 'ADV'), ('es', 'AUX'), ('del', 'ADP'), ('cliente', 'NOUN'), ('y', 'CCONJ'), ('no', 'ADV'), ('de', 'ADP'), ('su', 'DET'), ('personal', 'NOUN'), ('que', 'SCONJ'), ('tal', 'NOUN'), ('vez', 'NOUN'), ('no', 'ADV'), ('revisó', 'VERB'), ('bien', 'ADV'), ('así', 'ADV'), ('que', 'SCONJ'), ('como', 'SCONJ'), ('recomendación', 'NOUN'), ('mejor', 'ADV'), ('cuenten', 'VERB'), ('sus', 'DET'), ('toallas', 'NOUN'), ('y', 'CCONJ'), ('revisen', 'VERB'), ('su', 'DET'), ('habitación', 'NOUN'), ('apenas', 'ADV'), ('llegan', 'VERB'), ('porque', 'SCONJ'), ('sino', 'CCONJ'), ('les', 'PRON'), ('van', 'AUX'), ('a', 'ADP'), ('cobrar', 'VERB'), ('demás', 'PRON'), ('por', 'ADP'), ('cualquier', 'DET'), ('incidente', 'NOUN'), ('y', 'CCONJ'), ('no', 'ADV'), ('te', 'PRON'), ('van', 'AUX'), ('a', 'ADP'), ('brindar', 'VERB'), ('solución', 'NOUN'), ('muy', 'ADV'), ('mal', 'ADV'), ('experiencia', 'NOUN'), ('y', 'CCONJ'), ('muy', 'ADV'), ('mal', 'ADJ'), ('servicio', 'NOUN'), ('al', 'ADP'), ('cliente', 'NOUN')]","[('fue', 'NN'), ('una', 'JJ'), ('pésima', 'NN'), ('experiencia', 'NN'), ('llegamos', 'NN'), ('solo', 'NN'), ('por', 'NN'), ('una', 'JJ'), ('noche', 'NN'), ('porque', 'NN'), ('íbamos', 'NNP'), ('de', 'IN'), ('paso', 'FW'), ('nada', 'FW'), ('más', 'FW'), ('y', 'FW'), ('a', 'DT'), ('la', 'FW'), ('hora', 'FW'), ('de', 'FW'), ('realizar', 'FW'), ('el', 'FW'), ('chek', 'NN'), ('out', 'IN'), ('nos', 'JJ'), ('hicieron', 'NN'), ('el', 'NN'), ('cobro', 'NN'), ('de', 'IN'), ('una', 'JJ'), ('toalla', 'NN'), ('que', 'NN'), ('ni', 'JJ'), ('siquiera', 'NN'), ('pusieron', 'NN'), ('en', 'FW'), ('nuestra', 'JJ'), ('habitación', 'NN'), ('simplemente', 'NN'), ('fue', 'NN'), ('inaudito', 'NN'), ('pagar', 'NN'), ('por', 'NN'), ('algo', 'NN'), ('que', 'NN'), ('ellos', 'NN'), ('ni', 'JJ'), ('siquiera', 'NN'), ('nos', 'NNS'), ('dieron', 'VBP'), ('pero', 'NN'), ('bueno', 'NN'), ('en', 'IN'), ('fin', 'NN'), ('ellos', 'VBP'), ('igual', 'JJ'), ('te', 'NN'), ('lo', 'NN'), ('van', 'IN'), ('a', 'DT'), ('cobrar', 'NN'), ('porque', 'NN'), ('según', 'NN'), ('las', 'NNS'), ('políticas', 'VBP'), ('del', 'JJ'), ('hotel', 'NN'), ('la', 'NN'), ('culpa', 'NN'), ('siempre', 'NN'), ('es', 'NN'), ('del', 'NN'), ('cliente', 'NN'), ('y', 'VBZ'), ('no', 'DT'), ('de', 'FW'), ('su', 'FW'), ('personal', 'JJ'), ('que', 'NN'), ('tal', 'JJ'), ('vez', 'NN'), ('no', 'DT'), ('revisó', 'NN'), ('bien', 'NN'), ('así', 'NN'), ('que', 'NN'), ('como', 'NN'), ('recomendación', 'NN'), ('mejor', 'NN'), ('cuenten', 'VBP'), ('sus', 'NN'), ('toallas', 'NNS'), ('y', 'VBP'), ('revisen', 'VBN'), ('su', 'JJ'), ('habitación', 'NN'), ('apenas', 'NNS'), ('llegan', 'VBP'), ('porque', 'JJ'), ('sino', 'NN'), ('les', 'VBZ'), ('van', 'FW'), ('a', 'DT'), ('cobrar', 'NN'), ('demás', 'NN'), ('por', 'NN'), ('cualquier', 'NN'), ('incidente', 'NN'), ('y', 'VBZ'), ('no', 'DT'), ('te', 'NN'), ('van', 'VBZ'), ('a', 'DT'), ('brindar', 'NN'), ('solución', 'NN'), ('muy', 'NN'), ('mal', 'JJ'), ('experiencia', 'NN'), ('y', 'NN'), ('muy', 'NN'), ('mal', 'JJ'), ('servicio', 'NN'), ('al', 'NN'), ('cliente', 'NN')]"
todo muy bonito realmente me quedo sin palabras con tan semejante lugar,5,hotel,https://search.google.com/local/reviews?placeid=chijotlytwcmoi8rjnmmgrtvqd4&q=*&authuser=0&hl=en&gl=us,baldi hot springs hotel resort & spa,17/05/2026,,mayo,"[('todo', 'PRON'), ('muy', 'ADV'), ('bonito', 'ADJ'), ('realmente', 'ADV'), ('me', 'PRON'), ('quedo', 'VERB'), ('sin', 'ADP'), ('palabras', 'NOUN'), ('con', 'ADP'), ('tan', 'ADV'), ('semejante', 'ADJ'), ('lugar', 'NOUN')]","[('todo', 'NN'), ('muy', 'NN'), ('bonito', 'NN'), ('realmente', 'VB'), ('me', 'PRP'), ('quedo', 'JJ'), ('sin', 'NN'), ('palabras', 'NNS'), ('con', 'VBP'), ('tan', 'JJ'), ('semejante', 'NN'), ('lugar', 'NN')]"
una experiencia relajante e imperdible en costa rica si visitas la zona del arenal baldí hot springs es una parada obligatoria lo que más me fascinó de este lugar es la gran variedad de piscinas termales que ofrece cada una tiene su propia temperatura y como regla general entre más cerca estés del volcán más caliente se siente el agua esto te permite explorar y encontrar el punto exacto de calor que más te guste en nuestro caso decidimos pasar la mayor parte del tiempo en la tercera piscina y fue una excelente elección tiene un ambiente increíble porque ahí mismo se encuentran los toboganes un restaurante y un wet bar bar dentro de la piscina lo que hace que la experiencia sea súper cómoda y divertida sin tener que salir del agua el horario me pareció perfecto para disfrutarlo por la tarde nosotros llegamos a las 500 pm y el lugar cierra hasta las 1000 pm esas 5 horas son el tiempo ideal para sumergirse relajarse por completo y no sentir el paso del tiempo además de las piscinas el sauna me gustó muchísimo está muy bien logrado y complementa perfecto el circuito de relajación para cerrar la noche con broche de oro al salir de las piscinas nos relajamos comiendo una buena pizza acompañada de una cerveza bien fría sin duda considero que son de las mejores aguas termales de costa rica totalmente recomendado para ir a relajarse y pasar un rato inolvidable,5,hotel,https://search.google.com/local/reviews?placeid=chijotlytwcmoi8rjnmmgrtvqd4&q=*&authuser=0&hl=en&gl=us,baldi hot springs hotel resort & spa,16/05/2026,familia,mayo,"[('una', 'DET'), ('experiencia', 'NOUN'), ('relajante', 'ADJ'), ('e', 'CCONJ'), ('imperdible', 'ADJ'), ('en', 'ADP'), ('costa', 'NOUN'), ('rica', 'ADJ'), ('si', 'SCONJ'), ('visitas', 'NOUN'), ('la', 'DET'), ('zona', 'NOUN'), ('del', 'ADP'), ('arenal', 'PROPN'), ('baldí', 'PROPN'), ('hot', 'PROPN'), ('springs', 'PROPN'), ('es', 'AUX'), ('una', 'DET'), ('parada', 'NOUN'), ('obligatoria', 'ADJ'), ('lo', 'PRON'), ('que', 'PRON'), ('más', 'ADV'), ('me', 'PRON'), ('fascinó', 'VERB'), ('de', 'ADP'), ('este', 'DET'), ('lugar', 'NOUN'), ('es', 'AUX'), ('la', 'DET'), ('gran', 'ADJ'), ('variedad', 'NOUN'), ('de', 'ADP'), ('piscinas', 'NOUN'), ('termales', 'ADJ'), ('que', 'PRON'), ('ofrece', 'VERB'), ('cada', 'DET'), ('una', 'PRON'), ('tiene', 'VERB'), ('su', 'DET'), ('propia', 'DET'), ('temperatura', 'NOUN'), ('y', 'CCONJ'), ('como', 'SCONJ'), ('regla', 'NOUN'), ('general', 'ADJ'), ('entre', 'ADP'), ('más', 'ADV'), ('cerca', 'ADV'), ('estés', 'ADV'), ('del', 'ADP'), ('volcán', 'NOUN'), ('más', 'ADV'), ('caliente', 'ADJ'), ('se', 'PRON'), ('siente', 'VERB'), ('el', 'DET'), ('agua', 'NOUN'), ('esto', 'PRON'), ('te', 'PRON'), ('permite', 'VERB'), ('explorar', 'VERB'), ('y', 'CCONJ'), ('encontrar', 'VERB'), ('el', 'DET'), ('punto', 'NOUN'), ('exacto', 'ADJ'), ('de', 'ADP'), ('calor', 'NOUN'), ('que', 'PRON'), ('más', 'ADV'), ('te', 'PRON'), ('guste', 'VERB'), ('en', 'ADP'), ('nuestro', 'DET'), ('caso', 'NOUN'), ('decidimos', 'VERB'), ('pasar', 'VERB'), ('la', 'DET'), ('mayor', 'ADJ'), ('parte', 'NOUN'), ('del', 'ADP'), ('tiempo', 'NOUN'), ('en', 'ADP'), ('la', 'DET'), ('tercera', 'ADJ'), ('piscina', 'NOUN'), ('y', 'CCONJ'), ('fue', 'AUX'), ('una', 'DET'), ('excelente', 'ADJ'), ('elección', 'NOUN'), ('tiene', 'VERB'), ('un', 'DET'), ('ambiente', 'NOUN'), ('increíble', 'ADJ'), ('porque', 'SCONJ'), ('ahí', 'ADV'), ('mismo', 'ADV'), ('se', 'PRON'), ('encuentran', 'VERB'), ('los', 'DET'), ('toboganes', 'NOUN'), ('un', 'DET'), ('restaurante', 'NOUN'), ('y', 'CCONJ'), ('un', 'DET'), ('wet', 'NOUN'), ('bar', 'NOUN'), ('bar', 'NOUN'), ('dentro', 'ADV'), ('de', 'ADP'), ('la', 'DET'), ('piscina', 'NOUN'), ('lo', 'PRON'), ('que', 'PRON'), ('hace', 'VERB'), ('que', 'SCONJ'), ('la', 'DET'), ('experiencia', 'NOUN'), ('sea', 'AUX'), ('súper', 'ADV'), ('cómoda', 'ADJ'), ('y', 'CCONJ'), ('divertida', 'ADJ'), ('sin', 'ADP'), ('tener', 'VERB'), ('que', 'SCONJ'), ('salir', 'VERB'), ('del', 'ADP'), ('agua', 'NOUN'), ('el', 'DET'), ('horario', 'NOUN'), ('me', 'PRON'), ('pareció', 'VERB'), ('perfecto', 'ADJ'), ('para', 'ADP'), ('disfrutarlo', 'VERB'), ('por', 'ADP'), ('la', 'DET'), ('tarde', 'NOUN'), ('nosotros', 'PRON'), ('llegamos', 'VERB'), ('a', 'ADP'), ('las', 'DET'), ('500', 'NUM'), ('pm', 'NUM'), ('y', 'CCONJ'), ('el', 'DET'), ('lugar', 'NOUN'), ('cierra', 'VERB'), ('hasta', 'ADP'), ('las', 'DET'), ('1000', 'NUM'), ('pm', 'NOUN'), ('esas', 'PRON'), ('5', 'NUM'), ('horas', 'NOUN'), ('son', 'AUX'), ('el', 'DET'), ('tiempo', 'NOUN'), ('ideal', 'ADJ'), ('para', 'ADP'), ('sumergirse', 'VERB'), ('relajarse', 'VERB'), ('por', 'ADP'), ('completo', 'NOUN'), ('y', 'CCONJ'), ('no', 'ADV'), ('sentir', 'VERB'), ('el', 'DET'), ('paso', 'NOUN'), ('del', 'ADP'), ('tiempo', 'NOUN'), ('además', 'ADV'), ('de', 'ADP'), ('las', 'DET'), ('piscinas', 'NOUN'), ('el', 'DET'), ('sauna', 'NOUN'), ('me', 'PRON'), ('gustó', 'VERB'), ('muchísimo', 'ADV'), ('está', 'AUX'), ('muy', 'ADV'), ('bien', 'ADV'), ('logrado', 'ADJ'), ('y', 'CCONJ'), ('complementa', 'VERB'), ('perfecto', 'ADJ'), ('el', 'DET'), ('circuito', 'NOUN'), ('de', 'ADP'), ('relajación', 'NOUN'), ('para', 'ADP'), ('cerrar', 'VERB'), ('la', 'DET'), ('noche', 'NOUN'), ('con', 'ADP'), ('broche', 'NOUN'), ('de', 'ADP'), ('oro', 'NOUN'), ('al', 'ADP'), ('salir', 'VERB'), ('de', 'ADP'), ('las', 'DET'), ('piscinas', 'NOUN'), ('nos', 'PRON'), ('relajamos', 'VERB'), ('comiendo', 'VERB'), ('una', 'DET'), ('buena', 'ADJ'), ('pizza', 'NOUN'), ('acompañada', 'ADJ'), ('de', 'ADP'), ('una', 'DET'), ('cerveza', 'NOUN'), ('bien', 'ADV'), ('fría', 'ADJ'), ('sin', 'ADP'), ('duda', 'NOUN'), ('considero', 'VERB'), ('que', 'SCONJ'), ('son', 'AUX'), ('de', 'ADP'), ('las', 'DET'), ('mejores', 'ADJ'), ('aguas', 'NOUN'), ('termales', 'ADJ'), ('de', 'ADP'), ('costa', 'NOUN'), ('rica', 'ADJ'), ('totalmente', 'ADV'), ('recomendado', 'ADJ'), ('para', 'ADP'), ('ir', 'AUX'), ('a', 'ADP'), ('relajarse', 'VERB'), ('y', 'CCONJ'), ('pasar', 'VERB'), ('un', 'DET'), ('rato', 'NOUN'), ('inolvidable', 'ADJ')]","[('una', 'JJ'), ('experiencia', 'NN'), ('relajante', 'NN'), ('e', 'NN'), ('imperdible', 'JJ'), ('en', 'NN'), ('costa', 'NN'), ('rica', 'NN'), ('si', 'NN'), ('visitas', 'NNS'), ('la', 'VBP'), ('zona', 'CD'), ('del', 'FW'), ('arenal', 'JJ'), ('baldí', 'NN'), ('hot', 'JJ'), ('springs', 'NNS'), ('es', 'VBP'), ('una', 'JJ'), ('parada', 'NN'), ('obligatoria', 'NN'), ('lo', 'NN'), ('que', 'NN'), ('más', 'FW'), ('me', 'PRP'), ('fascinó', 'FW'), ('de', 'FW'), ('este', 'FW'), ('lugar', 'FW'), ('es', 'FW'), ('la', 'FW'), ('gran', 'FW'), ('variedad', 'FW'), ('de', 'FW'), ('piscinas', 'FW'), ('termales', 'NNS'), ('que', 'VBP'), ('ofrece', 'RB'), ('cada', 'JJ'), ('una', 'JJ'), ('tiene', 'NN'), ('su', 'NN'), ('propia', 'NN'), ('temperatura', 'NN'), ('y', 'NN'), ('como', 'NN'), ('regla', 'VBZ'), ('general', 'JJ'), ('entre', 'NN'), ('más', 'NN'), ('cerca', 'NN'), ('estés', 'NN'), ('del', 'NN'), ('volcán', 'NN'), ('más', 'NN'), ('caliente', 'NN'), ('se', 'FW'), ('siente', 'NN'), ('el', 'FW'), ('agua', 'NN'), ('esto', 'NN'), ('te', 'NN'), ('permite', 'NN'), ('explorar', 'NN'), ('y', 'NN'), ('encontrar', 'NN'), ('el', 'NN'), ('punto', 'IN'), ('exacto', 'FW'), ('de', 'FW'), ('calor', 'NN'), ('que', 'NN'), ('más', 'NN'), ('te', 'NN'), ('guste', 'NN'), ('en', 'FW'), ('nuestro', 'FW'), ('caso', 'NN'), ('decidimos', 'NN'), ('pasar', 'NN'), ('la', 'FW'), ('mayor', 'NN'), ('parte', 'NN'), ('del', 'NN'), ('tiempo', 'NN'), ('en', 'IN'), ('la', 'FW'), ('tercera', 'FW'), ('piscina', 'NN'), ('y', 'NN'), ('fue', 'NN'), ('una', 'JJ'), ('excelente', 'NN'), ('elección', 'FW'), ('tiene', 'NN'), ('un', 'JJ'), ('ambiente', 'NN'), ('increíble', 'JJ'), ('porque', 'NN'), ('ahí', 'NN'), ('mismo', 'NN'), ('se', 'NN'), ('encuentran', 'VBD'), ('los', 'JJ'), ('toboganes', 'NNS'), ('un', 'JJ'), ('restaurante', 'VBP'), ('y', 'JJ'), ('un', 'JJ'), ('wet', 'NN'), ('bar', 'NN'), ('bar', 'NN'), ('dentro', 'NN'), ('de', 'IN'), ('la', 'FW'), ('piscina', 'FW'), ('lo', 'FW'), ('que', 'FW'), ('hace', 'NN'), ('que', 'NN'), ('la', 'NN'), ('experiencia', 'FW'), ('sea', 'NN'), ('súper', 'NN'), ('cómoda', 'NN'), ('y', 'NN'), ('divertida', 'NN'), ('sin', 'NN'), ('tener', 'NN'), ('que', 'JJ'), ('salir', 'NN'), ('del', 'NN'), ('agua', 'NN'), ('el', 'NN'), ('horario', 'NN'), ('me', 'PRP'), ('pareció', 'VBP'), ('perfecto', 'JJ'), ('para', 'NN'), ('disfrutarlo', 'NN'), ('por', 'NN'), ('la', 'NN'), ('tarde', 'NN'), ('nosotros', 'NNS'), ('llegamos', 'VBP'), ('a', 'DT'), ('las', 'JJ'), ('500', 'CD'), ('pm', 'JJ'), ('y', 'NN'), ('el', 'NN'), ('lugar', 'NN'), ('cierra', 'NN'), ('hasta', 'NN'), ('las', 'NN'), ('1000', 'CD'), ('pm', 'NN'), ('esas', 'VBD'), ('5', 'CD'), ('horas', 'NNS'), ('son', 'JJ'), ('el', 'JJ'), ('tiempo', 'NN'), ('ideal', 'NN'), ('para', 'NN'), ('sumergirse', 'JJ'), ('relajarse', 'NN'), ('por', 'NN'), ('completo', 'NN'), ('y', 'VBZ'), ('no', 'DT'), ('sentir', 'NN'), ('el', 'VBZ'), ('paso', 'JJ'), ('del', 'NN'), ('tiempo', 'JJ'), ('además', 'NN'), ('de', 'IN'), ('las', 'FW'), ('piscinas', 'NNS'), ('el', 'VBP'), ('sauna', 'VB'), ('me', 'PRP'), ('gustó', 'JJ'), ('muchísimo', 'JJ'), ('está', 'NN'), ('muy', 'NN'), ('bien', 'NN'), ('logrado', 'NN'), ('y', 'NN'), ('complementa', 'NN'), ('perfecto', 'NN'), ('el', 'NN'), ('circuito', 'NN'), ('de', 'IN'), ('relajación', 'FW'), ('para', 'FW'), ('cerrar', 'NN'), ('la', 'FW'), ('noche', 'FW'), ('con', 'NN'), ('broche', 'NN'), ('de', 'IN'), ('oro', 'FW'), ('al', 'JJ'), ('salir', 'NN'), ('de', 'IN'), ('las', 'FW'), ('piscinas', 'NNS'), ('nos', 'VBP'), ('relajamos', 'JJ'), ('comiendo', 'NN'), ('una', 'JJ'), ('buena', 'NN'), ('pizza', 'NN'), ('acompañada', 'NN'), ('de', 'IN'), ('una', 'JJ'), ('cerveza', 'NN'), ('bien', 'NN'), ('fría', 'NN'), ('sin', 'NN'), ('duda', 'NN'), ('considero', 'NN'), ('que', 'JJ'), ('son', 'NN'), ('de', 'IN'), ('las', 'FW'), ('mejores', 'NNS'), ('aguas', 'VBP'), ('termales', 'NNS'), ('de', 'FW'), ('costa', 'FW'), ('rica', 'FW'), ('totalmente', 'FW'), ('recomendado', 'FW'), ('para', 'FW'), ('ir', 'VB'), ('a', 'DT'), ('relajarse', 'NN'), ('y', 'NN'), ('pasar', 'NN'), ('un', 'JJ'), ('rato', 'NN'), ('inolvidable', 'JJ')]"
